vds_id,avg_speed,traffic_volume,occupancy,hour,date,route_no,direction,km
0010VDE31800,82.91,2668,2.89,17,2026-02-28,0010,E,411.6
0010VDE31900,80.55,3635,0.88,17,2026-02-28,0010,E,412.3
0010VDE32150,54.82,3049,2.15,17,2026-02-28,0010,E,413.2
0010VDE32250,22.61,2426,4.36,17,2026-02-28,0010,E,414.3
0010VDE32350,11.46,1590,4.49,17,2026-02-28,0010,E,415.3
0010VDE30400,95.29,273,2.28,18,2026-02-28,0010,E,392.5
0010VDE30500,91.91,335,2.69,18,2026-02-28,0010,E,394.0
0010VDE30600,92.35,311,2.37,18,2026-02-28,0010,E,395.0
0010VDE30800,93.71,393,2.52,18,2026-02-28,0010,E,399.7
0010VDE30900,88.74,356,2.89,18,2026-02-28,0010,E,401.0
0010VDE30910,61.58,79,3.46,18,2026-02-28,0010,E,406.5
0010VDE31400,94.0,464,0.62,18,2026-02-28,0010,E,406.5
0010VDE31500,94.02,419,0.63,18,2026-02-28,0010,E,408.2
0010VDE31800,88.34,373,1.88,18,2026-02-28,0010,E,411.6
0010VDE31900,85.23,508,0.77,18,2026-02-28,0010,E,412.3
0010VDE32150,80.23,518,0.83,18,2026-02-28,0010,E,413.2
0010VDE32250,62.1,581,1.46,18,2026-02-28,0010,E,414.3
0010VDE32350,70.56,504,0.85,18,2026-02-28,0010,E,415.3
0010VDE30400,70.82,2962,5.44,19,2026-02-28,0010,E,392.5
0010VDE30500,64.13,2646,6.16,19,2026-02-28,0010,E,394.0
0010VDE30600,60.06,2055,7.1,19,2026-02-28,0010,E,395.0
0010VDE30800,75.75,2840,4.98,19,2026-02-28,0010,E,399.7
0010VDE30900,70.62,2875,5.66,19,2026-02-28,0010,E,401.0
0010VDE30910,58.46,85,2.71,19,2026-02-28,0010,E,406.5
0010VDE31400,51.04,3829,1.37,19,2026-02-28,0010,E,406.5
0010VDE31500,83.91,1796,0.47,19,2026-02-28,0010,E,408.2
0010VDE31800,88.87,2249,2.57,19,2026-02-28,0010,E,411.6
0010VDE31900,90.39,3117,0.43,19,2026-02-28,0010,E,412.3
0010VDE32150,92.0,3060,0.45,19,2026-02-28,0010,E,413.2
0010VDE32250,82.48,2901,0.64,19,2026-02-28,0010,E,414.3
0010VDE32350,44.84,2329,2.29,19,2026-02-28,0010,E,415.3
0010VDE30400,93.15,257,2.21,20,2026-02-28,0010,E,392.5
0010VDE30500,93.85,240,2.26,20,2026-02-28,0010,E,394.0
0010VDE30600,91.66,302,2.29,20,2026-02-28,0010,E,395.0
0010VDE30800,92.18,340,2.51,20,2026-02-28,0010,E,399.7
0010VDE30900,91.57,302,2.57,20,2026-02-28,0010,E,401.0
0010VDE30910,62.2,68,2.54,20,2026-02-28,0010,E,406.5
0010VDE31400,94.96,358,0.6,20,2026-02-28,0010,E,406.5
0010VDE31500,91.61,334,0.65,20,2026-02-28,0010,E,408.2
0010VDE31800,94.38,354,1.71,20,2026-02-28,0010,E,411.6
0010VDE31900,93.74,448,0.64,20,2026-02-28,0010,E,412.3
0010VDE32150,94.28,418,0.62,20,2026-02-28,0010,E,413.2
0010VDE32250,91.74,455,0.64,20,2026-02-28,0010,E,414.3
0010VDE32350,83.23,430,0.7,20,2026-02-28,0010,E,415.3
0010VDE30400,82.99,3516,4.61,21,2026-02-28,0010,E,392.5
0010VDE30500,77.63,3541,4.82,21,2026-02-28,0010,E,394.0
0010VDE30600,86.82,2587,3.95,21,2026-02-28,0010,E,395.0
0010VDE30800,86.94,3176,3.91,21,2026-02-28,0010,E,399.7
0010VDE30900,86.66,2948,4.05,21,2026-02-28,0010,E,401.0
0010VDE30910,59.84,44,2.19,21,2026-02-28,0010,E,406.5
0010VDE31400,89.39,4232,0.43,21,2026-02-28,0010,E,406.5
0010VDE31500,90.1,3464,0.46,21,2026-02-28,0010,E,408.2
0010VDE31800,91.65,2656,2.79,21,2026-02-28,0010,E,411.6
0010VDE31900,92.78,4217,0.45,21,2026-02-28,0010,E,412.3
0010VDE32150,95.83,4142,0.45,21,2026-02-28,0010,E,413.2
0010VDE32250,95.58,4056,0.42,21,2026-02-28,0010,E,414.3
0010VDE32350,88.1,3938,0.45,21,2026-02-28,0010,E,415.3
0010VDE30400,90.35,2738,3.57,22,2026-02-28,0010,E,392.5
0010VDE30500,83.99,2395,3.67,22,2026-02-28,0010,E,394.0
0010VDE30600,90.61,2327,3.29,22,2026-02-28,0010,E,395.0
0010VDE30800,91.85,2404,3.45,22,2026-02-28,0010,E,399.7
0010VDE30900,90.52,2887,3.56,22,2026-02-28,0010,E,401.0
0010VDE30910,60.69,30,2.13,22,2026-02-28,0010,E,406.5
0010VDE31400,93.94,3317,0.42,22,2026-02-28,0010,E,406.5
0010VDE31500,93.24,2830,0.44,22,2026-02-28,0010,E,408.2
0010VDE31800,95.08,3047,2.26,22,2026-02-28,0010,E,411.6
0010VDE31900,95.84,3709,0.42,22,2026-02-28,0010,E,412.3
0010VDE32150,100.84,3648,0.41,22,2026-02-28,0010,E,413.2
0010VDE32250,100.39,3548,0.4,22,2026-02-28,0010,E,414.3
0010VDE32350,93.41,3381,0.43,22,2026-02-28,0010,E,415.3
0010VDE30400,92.44,1838,2.78,23,2026-02-28,0010,E,392.5
0010VDE30500,89.39,1626,2.67,23,2026-02-28,0010,E,394.0
0010VDE30600,94.01,1600,2.48,23,2026-02-28,0010,E,395.0
0010VDE30800,95.48,1777,2.68,23,2026-02-28,0010,E,399.7
0010VDE30900,96.18,1931,2.78,23,2026-02-28,0010,E,401.0
0010VDE30910,63.56,21,2.17,23,2026-02-28,0010,E,406.5
0010VDE31400,100.38,2472,0.39,23,2026-02-28,0010,E,406.5
0010VDE31500,97.46,2227,0.41,23,2026-02-28,0010,E,408.2
0010VDE31800,98.0,2276,1.72,23,2026-02-28,0010,E,411.6
0010VDE31900,98.04,2767,0.41,23,2026-02-28,0010,E,412.3
0010VDE32150,105.27,2770,0.38,23,2026-02-28,0010,E,413.2
0010VDE32250,106.1,2813,0.37,23,2026-02-28,0010,E,414.3
0010VDE32350,100.37,2646,0.38,23,2026-02-28,0010,E,415.3
0010VDE30400,96.55,1093,2.02,0,2026-03-01,0010,E,392.5
0010VDE30500,91.91,1206,2.0,0,2026-03-01,0010,E,394.0
0010VDE30600,96.19,903,1.92,0,2026-03-01,0010,E,395.0
0010VDE30800,98.07,1230,2.02,0,2026-03-01,0010,E,399.7
0010VDE30900,98.54,1255,2.01,0,2026-03-01,0010,E,401.0
0010VDE30910,64.77,10,2.24,0,2026-03-01,0010,E,406.5
0010VDE31400,104.63,1562,0.37,0,2026-03-01,0010,E,406.5
0010VDE31500,101.1,1530,0.38,0,2026-03-01,0010,E,408.2
0010VDE31800,100.4,1383,1.31,0,2026-03-01,0010,E,411.6
0010VDE31900,99.93,1921,0.38,0,2026-03-01,0010,E,412.3
0010VDE32150,108.6,1942,0.35,0,2026-03-01,0010,E,413.2
0010VDE32250,108.31,1954,0.35,0,2026-03-01,0010,E,414.3
0010VDE32350,103.91,1863,0.36,0,2026-03-01,0010,E,415.3
0010VDE30400,95.68,1053,1.66,1,2026-03-01,0010,E,392.5
0010VDE30500,90.8,788,1.76,1,2026-03-01,0010,E,394.0
0010VDE30600,95.11,707,1.61,1,2026-03-01,0010,E,395.0
0010VDE30800,97.99,697,1.64,1,2026-03-01,0010,E,399.7
0010VDE30900,98.91,959,1.68,1,2026-03-01,0010,E,401.0
0010VDE30910,57.16,8,3.08,1,2026-03-01,0010,E,406.5
0010VDE31400,104.84,1016,0.37,1,2026-03-01,0010,E,406.5
0010VDE31500,102.73,1005,0.37,1,2026-03-01,0010,E,408.2
0010VDE31800,101.66,1111,1.09,1,2026-03-01,0010,E,411.6
0010VDE31900,101.31,1349,0.38,1,2026-03-01,0010,E,412.3
0010VDE32150,111.56,1361,0.34,1,2026-03-01,0010,E,413.2
0010VDE32250,111.36,1369,0.33,1,2026-03-01,0010,E,414.3
0010VDE32350,107.42,871,0.34,1,2026-03-01,0010,E,415.3
0010VDE30400,92.98,722,1.62,2,2026-03-01,0010,E,392.5
0010VDE30500,88.79,622,1.62,2,2026-03-01,0010,E,394.0
0010VDE30600,93.14,563,1.53,2,2026-03-01,0010,E,395.0
0010VDE30800,96.72,535,1.5,2,2026-03-01,0010,E,399.7
0010VDE30900,98.82,718,1.55,2,2026-03-01,0010,E,401.0
0010VDE30910,57.12,4,1.56,2,2026-03-01,0010,E,406.5
0010VDE31400,101.74,747,0.41,2,2026-03-01,0010,E,406.5
0010VDE31500,98.66,507,0.42,2,2026-03-01,0010,E,408.2
0010VDE31800,100.3,746,0.97,2,2026-03-01,0010,E,411.6
0010VDE31900,99.66,1032,0.4,2,2026-03-01,0010,E,412.3
0010VDE32150,105.98,1171,0.38,2,2026-03-01,0010,E,413.2
0010VDE32250,110.59,1009,0.36,2,2026-03-01,0010,E,414.3
0010VDE32350,108.75,505,0.34,2,2026-03-01,0010,E,415.3
0010VDE30400,92.24,562,1.51,3,2026-03-01,0010,E,392.5
0010VDE30500,87.79,582,1.44,3,2026-03-01,0010,E,394.0
0010VDE30600,92.39,381,1.43,3,2026-03-01,0010,E,395.0
0010VDE30800,94.33,431,1.4,3,2026-03-01,0010,E,399.7
0010VDE30900,95.41,537,1.42,3,2026-03-01,0010,E,401.0
0010VDE31400,101.2,610,0.42,3,2026-03-01,0010,E,406.5
0010VDE31500,98.61,272,0.43,3,2026-03-01,0010,E,408.2
0010VDE31800,98.62,667,0.96,3,2026-03-01,0010,E,411.6
0010VDE31900,98.38,775,0.41,3,2026-03-01,0010,E,412.3
0010VDE32150,107.45,793,0.38,3,2026-03-01,0010,E,413.2
0010VDE32250,109.55,797,0.37,3,2026-03-01,0010,E,414.3
0010VDE32350,104.1,362,0.37,3,2026-03-01,0010,E,415.3
0010VDE30400,91.01,712,1.6,4,2026-03-01,0010,E,392.5
0010VDE30500,85.48,504,1.62,4,2026-03-01,0010,E,394.0
0010VDE30600,91.97,419,1.45,4,2026-03-01,0010,E,395.0
0010VDE30800,95.43,427,1.47,4,2026-03-01,0010,E,399.7
0010VDE30900,95.84,584,1.49,4,2026-03-01,0010,E,401.0
0010VDE30910,63.11,5,1.75,4,2026-03-01,0010,E,406.5
0010VDE31400,99.3,599,0.45,4,2026-03-01,0010,E,406.5
0010VDE31500,97.66,599,0.45,4,2026-03-01,0010,E,408.2
0010VDE31800,99.06,767,0.84,4,2026-03-01,0010,E,411.6
0010VDE31900,98.14,783,0.43,4,2026-03-01,0010,E,412.3
0010VDE32150,107.39,803,0.39,4,2026-03-01,0010,E,413.2
0010VDE32250,108.96,764,0.39,4,2026-03-01,0010,E,414.3
0010VDE32350,104.56,194,0.36,4,2026-03-01,0010,E,415.3
0010VDE30400,89.06,1199,2.08,5,2026-03-01,0010,E,392.5
0010VDE30500,86.02,1031,2.02,5,2026-03-01,0010,E,394.0
0010VDE30600,91.2,748,1.77,5,2026-03-01,0010,E,395.0
0010VDE30800,95.52,807,1.76,5,2026-03-01,0010,E,399.7
0010VDE30900,97.23,799,1.73,5,2026-03-01,0010,E,401.0
0010VDE30910,50.99,12,2.06,5,2026-03-01,0010,E,406.5
0010VDE31400,99.49,1048,0.43,5,2026-03-01,0010,E,406.5
0010VDE31500,98.35,335,0.42,5,2026-03-01,0010,E,408.2
0010VDE31800,98.99,991,1.1,5,2026-03-01,0010,E,411.6
0010VDE31900,98.15,1202,0.42,5,2026-03-01,0010,E,412.3
0010VDE32150,104.19,1268,0.4,5,2026-03-01,0010,E,413.2
0010VDE32250,105.68,1202,0.39,5,2026-03-01,0010,E,414.3
0010VDE32350,100.66,787,0.4,5,2026-03-01,0010,E,415.3
0010VDE30400,84.55,1654,2.78,6,2026-03-01,0010,E,392.5
0010VDE30500,83.33,1676,2.75,6,2026-03-01,0010,E,394.0
0010VDE30600,91.44,1448,2.22,6,2026-03-01,0010,E,395.0
0010VDE30800,94.47,1197,2.2,6,2026-03-01,0010,E,399.7
0010VDE30900,94.5,1275,2.21,6,2026-03-01,0010,E,401.0
0010VDE30910,57.91,27,1.95,6,2026-03-01,0010,E,406.5
0010VDE31400,97.6,1807,0.43,6,2026-03-01,0010,E,406.5
0010VDE31500,94.45,1486,0.46,6,2026-03-01,0010,E,408.2
0010VDE31800,96.05,1633,1.42,6,2026-03-01,0010,E,411.6
0010VDE31900,96.06,2113,0.44,6,2026-03-01,0010,E,412.3
0010VDE32150,102.28,2098,0.41,6,2026-03-01,0010,E,413.2
0010VDE32250,102.03,2071,0.41,6,2026-03-01,0010,E,414.3
0010VDE32350,97.3,2066,0.42,6,2026-03-01,0010,E,415.3
0010VDE30400,89.8,1863,3.39,7,2026-03-01,0010,E,392.5
0010VDE30500,84.88,1991,3.59,7,2026-03-01,0010,E,394.0
0010VDE30600,91.97,1515,3.21,7,2026-03-01,0010,E,395.0
0010VDE30800,94.74,1568,2.62,7,2026-03-01,0010,E,399.7
0010VDE30900,94.93,1913,2.84,7,2026-03-01,0010,E,401.0
0010VDE30910,61.23,41,4.7,7,2026-03-01,0010,E,406.5
0010VDE31400,99.16,2387,0.39,7,2026-03-01,0010,E,406.5
0010VDE31220,54.12,30,9.3,7,2026-03-01,0010,E,407.8
0010VDE31500,96.09,1986,0.42,7,2026-03-01,0010,E,408.2
0010VDE31800,97.71,2012,2.02,7,2026-03-01,0010,E,411.6
0010VDE31900,98.4,2733,0.4,7,2026-03-01,0010,E,412.3
0010VDE32150,102.79,2818,0.39,7,2026-03-01,0010,E,413.2
0010VDE32250,101.51,2756,0.38,7,2026-03-01,0010,E,414.3
0010VDE32350,95.99,2563,0.46,7,2026-03-01,0010,E,415.3
0010VDE30400,80.06,3313,5.42,8,2026-03-01,0010,E,392.5
0010VDE30500,78.31,3273,5.4,8,2026-03-01,0010,E,394.0
0010VDE30600,86.81,2290,4.71,8,2026-03-01,0010,E,395.0
0010VDE30800,92.43,2520,3.87,8,2026-03-01,0010,E,399.7
0010VDE30900,91.04,2744,4.0,8,2026-03-01,0010,E,401.0
0010VDE30910,61.94,43,3.34,8,2026-03-01,0010,E,406.5
0010VDE31400,96.97,3388,0.39,8,2026-03-01,0010,E,406.5
0010VDE31500,94.08,2959,0.42,8,2026-03-01,0010,E,408.2
0010VDE31800,95.26,2760,2.89,8,2026-03-01,0010,E,411.6
0010VDE31900,95.65,4086,0.41,8,2026-03-01,0010,E,412.3
0010VDE32150,97.28,4120,0.41,8,2026-03-01,0010,E,413.2
0010VDE32250,96.11,4080,0.4,8,2026-03-01,0010,E,414.3
0010VDE32350,95.04,1491,0.46,8,2026-03-01,0010,E,415.3
0010VDE30400,46.42,3490,10.52,9,2026-03-01,0010,E,392.5
0010VDE30500,60.35,2985,7.99,9,2026-03-01,0010,E,394.0
0010VDE30600,77.9,2938,5.79,9,2026-03-01,0010,E,395.0
0010VDE30800,87.46,3144,4.51,9,2026-03-01,0010,E,399.7
0010VDE30900,85.61,3403,5.09,9,2026-03-01,0010,E,401.0
0010VDE30910,63.24,80,3.45,9,2026-03-01,0010,E,406.5
0010VDE31400,89.44,4331,0.42,9,2026-03-01,0010,E,406.5
0010VDE31500,92.81,3332,0.43,9,2026-03-01,0010,E,408.2
0010VDE31800,93.19,4176,3.29,9,2026-03-01,0010,E,411.6
0010VDE31900,94.11,4778,0.41,9,2026-03-01,0010,E,412.3
0010VDE32150,94.2,4628,0.44,9,2026-03-01,0010,E,413.2
0010VDE32250,55.84,4284,1.35,9,2026-03-01,0010,E,414.3
0010VDE32350,19.75,2337,2.71,9,2026-03-01,0010,E,415.3
0010VDE30400,86.64,271,2.49,10,2026-03-01,0010,E,392.5
0010VDE30500,93.75,265,2.15,10,2026-03-01,0010,E,394.0
0010VDE30600,95.25,217,1.79,10,2026-03-01,0010,E,395.0
0010VDE30800,96.79,295,2.23,10,2026-03-01,0010,E,399.7
0010VDE30900,95.98,246,2.12,10,2026-03-01,0010,E,401.0
0010VDE30910,57.64,4,8.84,10,2026-03-01,0010,E,406.5
0010VDE31400,97.59,340,0.6,10,2026-03-01,0010,E,406.5
0010VDE31500,94.71,335,0.64,10,2026-03-01,0010,E,408.2
0010VDE31800,95.75,343,1.51,10,2026-03-01,0010,E,411.6
0010VDE31900,94.4,404,0.64,10,2026-03-01,0010,E,412.3
0010VDE32150,89.6,448,0.8,10,2026-03-01,0010,E,413.2
0010VDE32250,70.27,470,1.36,10,2026-03-01,0010,E,414.3
0010VDE32350,81.5,482,0.69,10,2026-03-01,0010,E,415.3
0010VDE30400,48.63,3309,9.45,11,2026-03-01,0010,E,392.5
0010VDE30500,54.87,2696,8.3,11,2026-03-01,0010,E,394.0
0010VDE30600,78.43,2563,5.44,11,2026-03-01,0010,E,395.0
0010VDE30800,88.89,3225,4.15,11,2026-03-01,0010,E,399.7
0010VDE30900,85.81,2639,4.74,11,2026-03-01,0010,E,401.0
0010VDE30910,60.76,75,3.25,11,2026-03-01,0010,E,406.5
0010VDE31400,91.46,3469,0.41,11,2026-03-01,0010,E,406.5
0010VDE31500,96.2,2330,0.4,11,2026-03-01,0010,E,408.2
0010VDE31800,78.06,2660,3.11,11,2026-03-01,0010,E,411.6
0010VDE31900,68.44,3255,1.41,11,2026-03-01,0010,E,412.3
0010VDE32150,45.06,3235,2.33,11,2026-03-01,0010,E,413.2
0010VDE32250,29.94,2856,3.81,11,2026-03-01,0010,E,414.3
0010VDE32350,12.06,1995,3.89,11,2026-03-01,0010,E,415.3
0010VDE30400,57.25,3505,8.28,12,2026-03-01,0010,E,392.5
0010VDE30500,62.09,3132,7.55,12,2026-03-01,0010,E,394.0
0010VDE30600,76.21,2688,5.85,12,2026-03-01,0010,E,395.0
0010VDE30800,87.08,2698,4.53,12,2026-03-01,0010,E,399.7
0010VDE30900,85.09,3207,4.81,12,2026-03-01,0010,E,401.0
0010VDE30910,63.45,57,2.99,12,2026-03-01,0010,E,406.5
0010VDE31400,89.18,3894,0.44,12,2026-03-01,0010,E,406.5
0010VDE31500,84.77,2837,0.48,12,2026-03-01,0010,E,408.2
0010VDE31800,94.02,2799,3.35,12,2026-03-01,0010,E,411.6
0010VDE31900,94.89,3975,0.41,12,2026-03-01,0010,E,412.3
0010VDE32150,95.39,4003,0.42,12,2026-03-01,0010,E,413.2
0010VDE32250,42.9,3519,2.21,12,2026-03-01,0010,E,414.3
0010VDE32350,12.98,1854,3.6,12,2026-03-01,0010,E,415.3
0010VDE30400,88.61,238,2.4,13,2026-03-01,0010,E,392.5
0010VDE30500,92.93,214,2.09,13,2026-03-01,0010,E,394.0
0010VDE30600,93.94,263,2.09,13,2026-03-01,0010,E,395.0
0010VDE30800,98.07,284,2.06,13,2026-03-01,0010,E,399.7
0010VDE30900,96.42,308,2.09,13,2026-03-01,0010,E,401.0
0010VDE30910,55.68,5,10.97,13,2026-03-01,0010,E,406.5
0010VDE31400,97.65,317,0.6,13,2026-03-01,0010,E,406.5
0010VDE31500,95.06,344,0.62,13,2026-03-01,0010,E,408.2
0010VDE31800,98.44,306,1.27,13,2026-03-01,0010,E,411.6
0010VDE31900,97.88,405,0.61,13,2026-03-01,0010,E,412.3
0010VDE32150,98.49,379,0.59,13,2026-03-01,0010,E,413.2
0010VDE32250,69.23,505,1.55,13,2026-03-01,0010,E,414.3
0010VDE32350,85.11,426,0.66,13,2026-03-01,0010,E,415.3
0010VDE30400,63.36,3945,7.07,14,2026-03-01,0010,E,392.5
0010VDE30500,63.12,2957,7.24,14,2026-03-01,0010,E,394.0
0010VDE30600,77.81,2459,5.44,14,2026-03-01,0010,E,395.0
0010VDE30800,79.12,3206,5.06,14,2026-03-01,0010,E,399.7
0010VDE30900,68.85,3226,6.59,14,2026-03-01,0010,E,401.0
0010VDE30910,63.09,80,3.7,14,2026-03-01,0010,E,406.5
0010VDE31400,70.04,4169,0.96,14,2026-03-01,0010,E,406.5
0010VDE31500,90.66,3091,0.44,14,2026-03-01,0010,E,408.2
0010VDE31800,91.55,2698,3.6,14,2026-03-01,0010,E,411.6
0010VDE31900,79.6,3993,1.75,14,2026-03-01,0010,E,412.3
0010VDE32150,58.49,4052,1.52,14,2026-03-01,0010,E,413.2
0010VDE32250,36.21,3227,2.82,14,2026-03-01,0010,E,414.3
0010VDE32350,12.67,2128,3.83,14,2026-03-01,0010,E,415.3
0010VDE30400,63.88,3302,6.78,15,2026-03-01,0010,E,392.5
0010VDE30500,67.38,2659,6.5,15,2026-03-01,0010,E,394.0
0010VDE30600,71.54,2336,6.15,15,2026-03-01,0010,E,395.0
0010VDE30800,74.32,2768,5.6,15,2026-03-01,0010,E,399.7
0010VDE30900,66.84,3137,6.83,15,2026-03-01,0010,E,401.0
0010VDE30910,65.88,65,3.21,15,2026-03-01,0010,E,406.5
0010VDE31400,67.82,4121,0.99,15,2026-03-01,0010,E,406.5
0010VDE31500,93.49,2853,0.42,15,2026-03-01,0010,E,408.2
0010VDE31800,92.15,2825,2.99,15,2026-03-01,0010,E,411.6
0010VDE31900,92.24,3465,0.42,15,2026-03-01,0010,E,412.3
0010VDE32150,72.08,3459,1.28,15,2026-03-01,0010,E,413.2
0010VDE32250,50.56,3245,1.98,15,2026-03-01,0010,E,414.3
0010VDE32350,12.19,2090,4.04,15,2026-03-01,0010,E,415.3
0010VDE30400,83.16,359,2.92,16,2026-03-01,0010,E,392.5
0010VDE30500,88.26,339,2.74,16,2026-03-01,0010,E,394.0
0010VDE30600,94.32,211,2.14,16,2026-03-01,0010,E,395.0
0010VDE30800,97.8,310,2.36,16,2026-03-01,0010,E,399.7
0010VDE30900,96.33,331,2.26,16,2026-03-01,0010,E,401.0
0010VDE30910,54.41,4,10.48,16,2026-03-01,0010,E,406.5
0010VDE31400,96.83,374,0.57,16,2026-03-01,0010,E,406.5
0010VDE31500,97.27,350,0.58,16,2026-03-01,0010,E,408.2
0010VDE31800,98.2,369,1.64,16,2026-03-01,0010,E,411.6
0010VDE31900,97.76,438,0.59,16,2026-03-01,0010,E,412.3
0010VDE32150,97.41,411,0.58,16,2026-03-01,0010,E,413.2
0010VDE32250,71.48,483,1.36,16,2026-03-01,0010,E,414.3
0010VDE32350,84.53,488,0.65,16,2026-03-01,0010,E,415.3
0010VDE30400,54.1,3007,8.55,17,2026-03-01,0010,E,392.5
0010VDE30500,47.44,2588,8.84,17,2026-03-01,0010,E,394.0
0010VDE30600,58.75,2162,7.32,17,2026-03-01,0010,E,395.0
0010VDE30800,94.06,330,2.44,17,2026-03-01,0010,E,399.7
0010VDE30900,90.85,328,2.72,17,2026-03-01,0010,E,401.0
0010VDE30910,60.87,2,6.33,17,2026-03-01,0010,E,406.5
0010VDE31400,99.1,362,0.57,17,2026-03-01,0010,E,406.5
0010VDE31500,95.75,340,0.6,17,2026-03-01,0010,E,408.2
0010VDE31800,98.35,381,1.57,17,2026-03-01,0010,E,411.6
0010VDE31900,97.93,421,0.58,17,2026-03-01,0010,E,412.3
0010VDE32150,99.34,397,0.56,17,2026-03-01,0010,E,413.2
0010VDE32250,89.93,436,0.72,17,2026-03-01,0010,E,414.3
0010VDE32350,87.0,439,0.64,17,2026-03-01,0010,E,415.3
0010VDE30400,67.0,3467,6.22,18,2026-03-01,0010,E,392.5
0010VDE30500,62.34,3275,6.79,18,2026-03-01,0010,E,394.0
0010VDE30600,76.34,2143,4.91,18,2026-03-01,0010,E,395.0
0010VDE30800,75.92,2510,4.84,18,2026-03-01,0010,E,399.7
0010VDE30900,68.33,2989,5.86,18,2026-03-01,0010,E,401.0
0010VDE30910,62.16,79,3.52,18,2026-03-01,0010,E,406.5
0010VDE31400,80.4,4005,0.47,18,2026-03-01,0010,E,406.5
0010VDE31500,87.12,2773,0.45,18,2026-03-01,0010,E,408.2
0010VDE31800,87.18,3400,3.86,18,2026-03-01,0010,E,411.6
0010VDE31900,89.58,3873,0.44,18,2026-03-01,0010,E,412.3
0010VDE32150,89.07,3908,0.47,18,2026-03-01,0010,E,413.2
0010VDE32250,77.63,3863,0.6,18,2026-03-01,0010,E,414.3
0010VDE32350,32.15,2686,2.27,18,2026-03-01,0010,E,415.3
0010VDE30400,71.05,3107,5.31,19,2026-03-01,0010,E,392.5
0010VDE30500,67.45,2953,5.65,19,2026-03-01,0010,E,394.0
0010VDE30600,73.98,2147,5.11,19,2026-03-01,0010,E,395.0
0010VDE30800,76.85,2784,4.71,19,2026-03-01,0010,E,399.7
0010VDE30900,71.67,2843,5.21,19,2026-03-01,0010,E,401.0
0010VDE30910,57.27,68,2.36,19,2026-03-01,0010,E,406.5
0010VDE31400,74.51,3656,0.55,19,2026-03-01,0010,E,406.5
0010VDE31500,83.02,2948,0.48,19,2026-03-01,0010,E,408.2
0010VDE31800,82.16,3346,4.43,19,2026-03-01,0010,E,411.6
0010VDE31900,85.08,3896,0.47,19,2026-03-01,0010,E,412.3
0010VDE32150,86.27,3885,0.49,19,2026-03-01,0010,E,413.2
0010VDE32250,83.55,3699,0.48,19,2026-03-01,0010,E,414.3
0010VDE32350,66.87,2785,0.87,19,2026-03-01,0010,E,415.3
0010VDE30400,91.55,235,2.37,20,2026-03-01,0010,E,392.5
0010VDE30500,92.47,345,2.74,20,2026-03-01,0010,E,394.0
0010VDE30600,92.19,302,2.42,20,2026-03-01,0010,E,395.0
0010VDE30800,92.04,335,2.49,20,2026-03-01,0010,E,399.7
0010VDE30900,89.99,404,2.58,20,2026-03-01,0010,E,401.0
0010VDE30910,57.31,54,2.5,20,2026-03-01,0010,E,406.5
0010VDE31400,95.48,410,0.6,20,2026-03-01,0010,E,406.5
0010VDE31500,93.35,377,0.62,20,2026-03-01,0010,E,408.2
0010VDE31800,95.36,296,1.76,20,2026-03-01,0010,E,411.6
0010VDE31900,94.59,464,0.6,20,2026-03-01,0010,E,412.3
0010VDE32150,94.76,440,0.61,20,2026-03-01,0010,E,413.2
0010VDE32250,68.55,557,1.23,20,2026-03-01,0010,E,414.3
0010VDE32350,77.44,499,0.71,20,2026-03-01,0010,E,415.3
0010VDE30400,81.03,2736,4.74,21,2026-03-01,0010,E,392.5
0010VDE30500,74.69,3161,5.02,21,2026-03-01,0010,E,394.0
0010VDE30600,81.92,2774,4.56,21,2026-03-01,0010,E,395.0
0010VDE30800,80.68,3116,4.4,21,2026-03-01,0010,E,399.7
0010VDE30900,78.29,3437,4.77,21,2026-03-01,0010,E,401.0
0010VDE30910,57.01,59,2.18,21,2026-03-01,0010,E,406.5
0010VDE31400,84.33,4427,0.46,21,2026-03-01,0010,E,406.5
0010VDE31500,89.17,3086,0.46,21,2026-03-01,0010,E,408.2
0010VDE31800,90.17,3270,2.8,21,2026-03-01,0010,E,411.6
0010VDE31900,91.96,4672,0.45,21,2026-03-01,0010,E,412.3
0010VDE32150,94.65,4491,0.45,21,2026-03-01,0010,E,413.2
0010VDE32250,91.73,4253,0.45,21,2026-03-01,0010,E,414.3
0010VDE32350,75.15,3930,0.75,21,2026-03-01,0010,E,415.3
0010VDE30400,86.33,3220,4.41,22,2026-03-01,0010,E,392.5
0010VDE30500,79.64,3094,4.71,22,2026-03-01,0010,E,394.0
0010VDE30600,86.29,2308,3.99,22,2026-03-01,0010,E,395.0
0010VDE30800,88.63,2461,3.83,22,2026-03-01,0010,E,399.7
0010VDE30900,87.38,3076,3.95,22,2026-03-01,0010,E,401.0
0010VDE30910,59.42,48,1.91,22,2026-03-01,0010,E,406.5
0010VDE31400,89.13,4268,0.45,22,2026-03-01,0010,E,406.5
0010VDE31500,90.78,3331,0.47,22,2026-03-01,0010,E,408.2
0010VDE31800,92.85,2917,2.91,22,2026-03-01,0010,E,411.6
0010VDE31900,94.01,4223,0.43,22,2026-03-01,0010,E,412.3
0010VDE32150,97.43,3887,0.44,22,2026-03-01,0010,E,413.2
0010VDE32250,97.0,3911,0.42,22,2026-03-01,0010,E,414.3
